"Search Key","Name","Description","Account Type","Account Sign","Document Controlled","Summary Level","Default Account","Parent_Value","Element Level","Operands","Show Value Condition","Title Node"
55310,"Socios. cuenta de fusión","Socios. cuenta de fusión","Asset","Debit","N","N",,5531,"S",,"Algebraic","N"
5533,"Socios. cuenta de escisión","Socios. cuenta de escisión","Asset","Debit","N","Y",,"553A","D",,"Algebraic","N"
55330,"Socios. cuenta de escisión","Socios. cuenta de escisión","Asset","Debit","N","N",,5533,"S",,"Algebraic","N"
"A.B.III.4","4. PERSONAL","4. PERSONAL","Asset","Debit","N","Y",,"A.B.III","E",,"Algebraic","N"
460,"Anticipos de remuneraciones","Anticipos de remuneraciones","Asset","Debit","N","Y",,"A.B.III.4","C",,"Algebraic","N"
4600,"Anticipos de remuneraciones","Anticipos de remuneraciones","Asset","Debit","N","Y",,460,"D",,"Algebraic","N"
46000,"Anticipos de remuneraciones","Anticipos de remuneraciones","Asset","Debit","N","N",,4600,"S",,"Algebraic","N"
544,"Créditos a corto plazo al personal","Créditos a corto plazo al personal","Asset","Debit","N","Y",,"A.B.III.4","C",,"Algebraic","N"
5440,"Créditos a corto plazo al personal","Créditos a corto plazo al personal","Asset","Debit","N","Y",,544,"D",,"Algebraic","N"
54400,"Créditos a corto plazo al personal","Créditos a corto plazo al personal","Asset","Debit","N","N",,5440,"S",,"Algebraic","N"
"A.B.III.5","5. ACTIVOS POR IMPUESTO CORRIENTE","5. ACTIVOS POR IMPUESTO CORRIENTE","Asset","Debit","N","Y",,"A.B.III","E",,"Algebraic","N"
"470A","Hacienda Pública, deudora por diversos conceptos","Hacienda Pública, deudora por diversos conceptos","Asset","Debit","N","Y",,"A.B.III.5","C",,"Algebraic","N"
4709,"Hacienda Pública. deudora por devolución de impuestos","Hacienda Pública. deudora por devolución de impuestos","Asset","Debit","N","Y",,"470A","D",,"Algebraic","N"
47090,"Hacienda Pública. deudora por devolución de impuestos","Hacienda Pública. deudora por devolución de impuestos","Asset","Debit","N","N",,4709,"S",,"Algebraic","N"
"A.B.III.6","6. OTROS CREDITOS CON LAS ADMINISTRACIONES PUBLICAS","6. OTROS CREDITOS CON LAS ADMINISTRACIONES PUBLICAS","Asset","Debit","N","Y",,"A.B.III","E",,"Algebraic","N"
"470B","Hacienda Pública, deudora por diversos conceptos","Hacienda Pública, deudora por diversos conceptos","Asset","Debit","N","Y",,"A.B.III.6","C",,"Algebraic","N"
4700,"Hacienda Pública. deudora por IVA","Hacienda Pública. deudora por IVA","Asset","Debit","N","Y",,"470B","D",,"Algebraic","N"
47000,"Hacienda Pública. deudora por IVA","Hacienda Pública. deudora por IVA","Asset","Debit","N","N",,4700,"S",,"Algebraic","N"
4708,"Hacienda Pública. deudora por subvenciones concedidas","Hacienda Pública. deudora por subvenciones concedidas","Asset","Debit","N","Y",,"470B","D",,"Algebraic","N"
47080,"Hacienda Pública. deudora por subvenciones concedidas","Hacienda Pública. deudora por subvenciones concedidas","Asset","Debit","N","N",,4708,"S",,"Algebraic","N"
471,"Organismos de la Seguridad Social. deudores","Organismos de la Seguridad Social. deudores","Asset","Debit","N","Y",,"A.B.III.6","C",,"Algebraic","N"
4710,"Organismos de la Seguridad Social. deudores","Organismos de la Seguridad Social. deudores","Asset","Debit","N","Y",,471,"D",,"Algebraic","N"
47100,"Organismos de la Seguridad Social. deudores","Organismos de la Seguridad Social. deudores","Asset","Debit","N","N",,4710,"S",,"Algebraic","N"
472,"Hacienda Pública. IVA soportado","Hacienda Pública. IVA soportado","Asset","Debit","N","Y",,"A.B.III.6","C",,"Algebraic","N"
4720,"Hacienda Pública. IVA soportado","Hacienda Pública. IVA soportado","Asset","Debit","N","Y",,472,"D",,"Algebraic","N"
47200,"Hacienda Pública. IVA soportado","Hacienda Pública. IVA soportado","Asset","Debit","Y","N","T_CREDIT_ACCT",4720,"S",,"Algebraic","N"
473,"Hacienda Pública. Retenciones y pagos a cuenta","Hacienda Pública. Retenciones y pagos a cuenta","Asset","Debit","N","Y",,"A.B.III.6","C",,"Algebraic","N"
4730,"Hacienda Pública. Retenciones y pagos a cuenta","Hacienda Pública. Retenciones y pagos a cuenta","Asset","Debit","N","Y",,473,"D",,"Algebraic","N"
47300,"Hacienda Pública. Retenciones y pagos a cuenta","Hacienda Pública. Retenciones y pagos a cuenta","Asset","Debit","N","N",,4730,"S",,"Algebraic","N"
"A.B.III.7","7. ACCIONISTAS (SOCIOS) POR DESEMBOLSOS EXIGIDOS","7. ACCIONISTAS (SOCIOS) POR DESEMBOLSOS EXIGIDOS","Asset","Debit","N","Y",,"A.B.III","E",,"Algebraic","N"
558,"Socios por desembolsos exigidos","Socios por desembolsos exigidos","Asset","Debit","N","Y",,"A.B.III.7","C",,"Algebraic","N"
5580,"Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Asset","Debit","N","Y",,558,"D",,"Algebraic","N"
55800,"Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Socios por desembolsos exigidos sobre acciones o participaciones ordinarias","Asset","Debit","N","N",,5580,"S",,"Algebraic","N"
"A.B.IV","IV. INVERSIONES EN EMPRESAS DEL GRUPO Y ASOCIADAS A CORTO PLAZO","IV. INVERSIONES EN EMPRESAS DEL GRUPO Y ASOCIADAS A CORTO PLAZO","Asset","Debit","N","Y",,"A.B","E",,"Algebraic","N"
"A.B.IV.1","1. INSTRUMENTOS DE PATRIMONIO","1. INSTRUMENTOS DE PATRIMONIO","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
"530A","Participaciones a corto plazo en partes vinculadas","Participaciones a corto plazo en partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.1","C",,"Algebraic","N"
5303,"Participaciones a corto plazo. en empresas del grupo","Participaciones a corto plazo. en empresas del grupo","Asset","Debit","N","Y",,"530A","D",,"Algebraic","N"
53030,"Participaciones a corto plazo. en empresas del grupo","Participaciones a corto plazo. en empresas del grupo","Asset","Debit","N","N",,5303,"S",,"Algebraic","N"
5304,"Participaciones a corto plazo. en empresas asociadas","Participaciones a corto plazo. en empresas asociadas","Asset","Debit","N","Y",,"530A","D",,"Algebraic","N"
53040,"Participaciones a corto plazo. en empresas asociadas","Participaciones a corto plazo. en empresas asociadas","Asset","Debit","N","N",,5304,"S",,"Algebraic","N"
"539A","Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas","Desembolsos pendientes sobre participaciones a corto plazo en partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.1","C",,"Algebraic","N"
5393,"Desembolsos pendientes sobre participaciones a corto plazo en em presas del grupo","Desembolsos pendientes sobre participaciones a corto plazo en em presas del grupo","Asset","Debit","N","Y",,"539A","D",,"Algebraic","N"
53930,"Desembolsos pendientes sobre participaciones a corto plazo en em presas del grupo","Desembolsos pendientes sobre participaciones a corto plazo en em presas del grupo","Asset","Debit","N","N",,5393,"S",,"Algebraic","N"
5394,"Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Asset","Debit","N","Y",,"539A","D",,"Algebraic","N"
53940,"Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Desembolsos pendientes sobre participaciones a corto plazo en empresas asociadas","Asset","Debit","N","N",,5394,"S",,"Algebraic","N"
593,"Deterioro de valor de participaciones a corto plazo en partes vinculadas","Deterioro de valor de participaciones a corto plazo en partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.1","C",,"Algebraic","N"
5930,"Deterioro de valor de participaciones a corto plazo en partes vinculadas","Deterioro de valor de participaciones a corto plazo en partes vinculadas","Asset","Debit","N","Y",,593,"D",,"Algebraic","N"
59300,"Deterioro de valor de participaciones a corto plazo en partes vinculadas","Deterioro de valor de participaciones a corto plazo en partes vinculadas","Asset","Debit","N","N",,5930,"S",,"Algebraic","N"
5933,"Deterioro de valor de participaciones a corto plazo en empresas del grupo","Deterioro de valor de participaciones a corto plazo en empresas del grupo","Asset","Debit","N","Y",,593,"D",,"Algebraic","N"
59330,"Deterioro de valor de participaciones a corto plazo en empresas del grupo","Deterioro de valor de participaciones a corto plazo en empresas del grupo","Asset","Debit","N","N",,5933,"S",,"Algebraic","N"
5934,"Deterioro de valor de participaciones a corto plazo en empresas asociadas","Deterioro de valor de participaciones a corto plazo en empresas asociadas","Asset","Debit","N","Y",,593,"D",,"Algebraic","N"
59340,"Deterioro de valor de participaciones a corto plazo en empresas asociadas","Deterioro de valor de participaciones a corto plazo en empresas asociadas","Asset","Debit","N","N",,5934,"S",,"Algebraic","N"
"A.B.IV.2","2. CREDITOS A EMPRESAS","2. CREDITOS A EMPRESAS","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
"532A","Créditos a corto plazo a partes vinculadas","Créditos a corto plazo a partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.2","C",,"Algebraic","N"
5323,"Créditos a corto plazo a empresas del grupo","Créditos a corto plazo a empresas del grupo","Asset","Debit","N","Y",,"532A","D",,"Algebraic","N"
53230,"Créditos a corto plazo a empresas del grupo","Créditos a corto plazo a empresas del grupo","Asset","Debit","N","N",,5323,"S",,"Algebraic","N"
5324,"Créditos a corto plazo a empresas asociadas","Créditos a corto plazo a empresas asociadas","Asset","Debit","N","Y",,"532A","D",,"Algebraic","N"
53240,"Créditos a corto plazo a empresas asociadas","Créditos a corto plazo a empresas asociadas","Asset","Debit","N","N",,5324,"S",,"Algebraic","N"
"534A","Intereses a corto plazo de créditos a partes vinculadas","Intereses a corto plazo de créditos a partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.2","C",,"Algebraic","N"
5343,"Intereses a corto plazo de créditos a empresas del grupo","Intereses a corto plazo de créditos a empresas del grupo","Asset","Debit","N","Y",,"534A","D",,"Algebraic","N"
53430,"Intereses a corto plazo de créditos a empresas del grupo","Intereses a corto plazo de créditos a empresas del grupo","Asset","Debit","N","N",,5343,"S",,"Algebraic","N"
5344,"Intereses a corto plazo de créditos a empresas asociadas","Intereses a corto plazo de créditos a empresas asociadas","Asset","Debit","N","Y",,"534A","D",,"Algebraic","N"
53440,"Intereses a corto plazo de créditos a empresas asociadas","Intereses a corto plazo de créditos a empresas asociadas","Asset","Debit","N","N",,5344,"S",,"Algebraic","N"
"595A","Deterioro de valor de créditos a corto plazo a partes vinculadas","Deterioro de valor de créditos a corto plazo a partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.2","C",,"Algebraic","N"
5953,"Deterioro de valor de créditos a corto plazo a empresas del grupo","Deterioro de valor de créditos a corto plazo a empresas del grupo","Asset","Debit","N","Y",,"595A","D",,"Algebraic","N"
59530,"Deterioro de valor de créditos a corto plazo a empresas del grupo","Deterioro de valor de créditos a corto plazo a empresas del grupo","Asset","Debit","N","N",,5953,"S",,"Algebraic","N"
5954,"Deterioro de valor de créditos a corto plazo a empresas asociadas","Deterioro de valor de créditos a corto plazo a empresas asociadas","Asset","Debit","N","Y",,"595A","D",,"Algebraic","N"
59540,"Deterioro de valor de créditos a corto plazo a empresas asociadas","Deterioro de valor de créditos a corto plazo a empresas asociadas","Asset","Debit","N","N",,5954,"S",,"Algebraic","N"
"A.B.IV.3","3. VALORES REPRESENTATIVOS DE DEUDA","3. VALORES REPRESENTATIVOS DE DEUDA","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
"531A","Valores representativos de deuda a corto plazo de partes vinculadas","Valores representativos de deuda a corto plazo de partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.3","C",,"Algebraic","N"
5313,"Valores representativos de deuda a corto plazo de empresas del grupo","Valores representativos de deuda a corto plazo de empresas del grupo","Asset","Debit","N","Y",,"531A","D",,"Algebraic","N"
53130,"Valores representativos de deuda a corto plazo de empresas del grupo","Valores representativos de deuda a corto plazo de empresas del grupo","Asset","Debit","N","N",,5313,"S",,"Algebraic","N"
5314,"Valores representativos de deuda a corto plazo de empresas asociadas","Valores representativos de deuda a corto plazo de empresas asociadas","Asset","Debit","N","Y",,"531A","D",,"Algebraic","N"
53140,"Valores representativos de deuda a corto plazo de empresas asociadas","Valores representativos de deuda a corto plazo de empresas asociadas","Asset","Debit","N","N",,5314,"S",,"Algebraic","N"
"533A","Intereses a corto plazo de valores representativos de deuda de partes vinculadas","Intereses a corto plazo de valores representativos de deuda de partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.3","C",,"Algebraic","N"
5333,"Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Asset","Debit","N","Y",,"533A","D",,"Algebraic","N"
53330,"Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Intereses a corto plazo de valores representativos de deuda de empresas del grupo","Asset","Debit","N","N",,5333,"S",,"Algebraic","N"
5334,"Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Asset","Debit","N","Y",,"533A","D",,"Algebraic","N"
53340,"Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Intereses a corto plazo de valores representativos de deuda de empresas asociadas","Asset","Debit","N","N",,5334,"S",,"Algebraic","N"
"594A","Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas","Deterioro de valor de valores representativos de deuda a corto plazo de partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.3","C",,"Algebraic","N"
5943,"Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Asset","Debit","N","Y",,"594A","D",,"Algebraic","N"
59430,"Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Deterioro de valor de valores representativos de deuda a corto plazo de empresas del grupo","Asset","Debit","N","N",,5943,"S",,"Algebraic","N"
5944,"Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Asset","Debit","N","Y",,"594A","D",,"Algebraic","N"
59440,"Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Deterioro de valor de valores representativos de deuda a corto plazo de empresas asociadas","Asset","Debit","N","N",,5944,"S",,"Algebraic","N"
"A.B.IV.4","4. DERIVADOS","4. DERIVADOS","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
"A.B.IV.5","5. OTROS ACTIVOS FINANCIEROS","5. OTROS ACTIVOS FINANCIEROS","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
"535A","Dividendo a cobrar de inversiones financieras en partes vinculadas","Dividendo a cobrar de inversiones financieras en partes vinculadas","Asset","Debit","N","Y",,"A.B.IV.5","C",,"Algebraic","N"
5353,"Dividendo a cobrar de empresas de grupo","Dividendo a cobrar de empresas de grupo","Asset","Debit","N","Y",,"535A","D",,"Algebraic","N"
53530,"Dividendo a cobrar de empresas de grupo","Dividendo a cobrar de empresas de grupo","Asset","Debit","N","N",,5353,"S",,"Algebraic","N"
5354,"Dividendo a cobrar de empresas asociadas","Dividendo a cobrar de empresas asociadas","Asset","Debit","N","Y",,"535A","D",,"Algebraic","N"
53540,"Dividendo a cobrar de empresas asociadas","Dividendo a cobrar de empresas asociadas","Asset","Debit","N","N",,5354,"S",,"Algebraic","N"
"552A","Cuenta corriente con otras personas y entidades vinculadas","Cuenta corriente con otras personas y entidades vinculadas","Asset","Debit","N","Y",,"A.B.IV.5","C",,"Algebraic","N"
5523,"Cuenta corriente con empresas del grupo","Cuenta corriente con empresas del grupo","Asset","Debit","N","Y",,"552A","D",,"Positive ONLY","N"
55230,"Cuenta corriente con empresas del grupo","Cuenta corriente con empresas del grupo","Asset","Debit","N","N",,5523,"S",,"Algebraic","N"
5524,"Cuenta corriente con empresas asociadas","Cuenta corriente con empresas asociadas","Asset","Debit","N","Y",,"552A","D",,"Positive ONLY","N"
55240,"Cuenta corriente con empresas asociadas","Cuenta corriente con empresas asociadas","Asset","Debit","N","N",,5524,"S",,"Algebraic","N"
"A.B.IV.6","6. OTRAS INVERSIONES","6. OTRAS INVERSIONES","Asset","Debit","N","Y",,"A.B.IV","E",,"Algebraic","N"
